bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 1, 64, 442368, 4, 19126170, 0, 0, 76780, 59888, 8910532, 19053000, 0, 411041, 0, 0, 0
q1, d, -, 1, 64, 442368, 4, 33289475, 0, 0, 510759, 479010, 8463259,33291000, 0, 0, 0, 0, 0
q1, c, -, 1, 64, 442368, 4, 10694629, 0, 0, 74967, 60043, 7556093,10696000, 0, 0, 0, 0, 0
q1, r, c, 2, 64, 442368, 4, 34078680, 0, 0, 151909, 112806, 12921197, 34010000, 0, 825017, 0, 0, 0
q1, d, -, 2, 64, 442368, 4, 40195472, 0, 0, 565418, 509602, 12003081,40197000, 0, 0, 0, 0, 0
q1, c, -, 2, 64, 442368, 4, 18288961, 0, 0, 168341, 115680, 11545486,18290000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 50441727, 0, 0, 227056, 163292, 16927550, 50368000, 0, 1243120, 0, 0, 0
q1, d, -, 3, 64, 442368, 4, 46604337, 0, 0, 617279, 536391, 15554498,46606000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 27703726, 0, 0, 267212, 171340, 15528077,27705000, 0, 0, 0, 0, 0
q1, r, c, 4, 64, 442368, 4, 63897053, 0, 0, 302147, 217766, 20929704, 63830000, 0, 1656540, 0, 0, 0
q1, d, -, 4, 64, 442368, 4, 54643454, 0, 0, 668661, 561463, 19100692,54645000, 0, 0, 0, 0, 0
q1, c, -, 4, 64, 442368, 4, 34913863, 0, 0, 449136, 227261, 19617945,34916000, 0, 0, 0, 0, 0
q1, r, c, 5, 64, 442368, 4, 80311475, 0, 0, 372172, 263214, 24963775, 80105000, 0, 2070456, 0, 1, 0
q1, d, -, 5, 64, 442368, 4, 60676525, 0, 0, 714472, 587292, 22648918,60678000, 0, 0, 0, 0, 0
q1, c, -, 5, 64, 442368, 4, 85350145, 0, 0, 1398895, 291903, 23744362,85351000, 0, 0, 0, 0, 0
q1, r, c, 6, 64, 442368, 4, 94267593, 0, 0, 446837, 317497, 28945086, 94202000, 0, 2485911, 0, 0, 0
q1, d, -, 6, 64, 442368, 4, 65559638, 0, 0, 765096, 613028, 26338321,65561000, 0, 0, 0, 0, 0
q1, c, -, 6, 64, 442368, 4, 111387118, 0, 0, 2175394, 351302, 27796696,111388000, 0, 0, 0, 0, 0
q1, r, c, 7, 64, 442368, 4, 107665565, 0, 0, 516516, 370776, 32934154, 107600000, 0, 2902037, 0, 0, 0
q1, d, -, 7, 64, 442368, 4, 71994563, 0, 0, 810422, 636315, 29868389,71996000, 0, 0, 0, 0, 0
q1, c, -, 7, 64, 442368, 4, 140241741, 0, 0, 2891640, 414689, 31851678,140243000, 0, 0, 0, 0, 0
q1, r, c, 8, 64, 442368, 4, 122891638, 0, 0, 598343, 427227, 37063080, 122826000, 0, 3317168, 0, 0, 0
q1, d, -, 8, 64, 442368, 4, 78168772, 0, 0, 857393, 660015, 33542018,78170000, 0, 0, 0, 0, 0
q1, c, -, 8, 64, 442368, 4, 164819714, 0, 0, 3527183, 481552, 35927439,164820000, 0, 0, 0, 0, 0
q1, r, c, 9, 64, 442368, 4, 137657865, 0, 0, 666521, 477315, 41013347, 137591000, 0, 3731549, 0, 3, 0
q1, d, -, 9, 64, 442368, 4, 85871634, 0, 0, 898224, 681433, 37090349,85874000, 0, 0, 0, 0, 0
q1, c, -, 9, 64, 442368, 4, 187547151, 0, 0, 4120467, 553515, 39967820,187548000, 0, 0, 0, 0, 0
q1, r, c, 10, 64, 442368, 4, 152944079, 0, 0, 739837, 531883, 44986777, 152879000, 0, 4146572, 0, 0, 0
q1, d, -, 10, 64, 442368, 4, 92118721, 0, 0, 945384, 705693, 40683982,92121000, 0, 0, 0, 0, 0
q1, c, -, 10, 64, 442368, 4, 211170051, 0, 0, 4689885, 631337, 44004647,211171000, 0, 0, 0, 0, 0
q1, r, c, 11, 64, 442368, 4, 168680978, 0, 0, 819224, 573203, 49281666, 168615000, 0, 4559484, 0, 1, 0
q1, d, -, 11, 64, 442368, 4, 98109010, 0, 0, 985387, 726806, 44286540,98112000, 0, 0, 0, 0, 0
q1, c, -, 11, 64, 442368, 4, 235148411, 0, 0, 5244743, 722584, 48059134,235149000, 0, 0, 0, 0, 0
