bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 1, 64, 442368, 4, 11592242, 0, 0, 83552, 61070, 8913753, 11524000, 0, 415511, 4124, 139, 0
q1, d, -, 1, 64, 442368, 4, 20417196, 0, 0, 509032, 477103, 8437332,20420000, 0, 0, 0, 0, 0
q1, c, -, 1, 64, 442368, 4, 9527797, 0, 0, 79683, 60492, 7540717,9529000, 0, 0, 0, 0, 0
q1, r, c, 2, 64, 442368, 4, 17898943, 0, 0, 159131, 112977, 12887816, 17831000, 0, 938607, 694912, 2683, 0
q1, d, -, 2, 64, 442368, 4, 26498805, 0, 0, 566334, 508294, 11983472,26500000, 0, 0, 0, 0, 0
q1, c, -, 2, 64, 442368, 4, 15650221, 0, 0, 175911, 117808, 11539678,15652000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 26856650, 0, 0, 238304, 164811, 16884175, 26788000, 0, 1407321, 959716, 5848, 0
q1, d, -, 3, 64, 442368, 4, 34658757, 0, 0, 621464, 536838, 15526696,34660000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 24155821, 0, 0, 274281, 175497, 15538752,24157000, 0, 0, 0, 0, 0
q1, r, c, 4, 64, 442368, 4, 36332613, 0, 0, 311744, 214008, 20892233, 36262000, 0, 1867073, 1521656, 8710, 0
q1, d, -, 4, 64, 442368, 4, 38510344, 0, 0, 674672, 562666, 19072998,38512000, 0, 0, 0, 0, 0
q1, c, -, 4, 64, 442368, 4, 30839625, 0, 0, 442693, 226603, 19608222,30841000, 0, 0, 0, 0, 0
q1, r, c, 5, 64, 442368, 4, 44387796, 0, 0, 375654, 257149, 24884966, 44318000, 0, 2347414, 2252959, 19103, 0
q1, d, -, 5, 64, 442368, 4, 46825931, 0, 0, 731337, 591078, 22668514,46827000, 0, 0, 0, 0, 0
q1, c, -, 5, 64, 442368, 4, 84504162, 0, 0, 1396492, 287677, 23753564,84505000, 0, 0, 0, 0, 0
q1, r, c, 6, 64, 442368, 4, 54227888, 0, 0, 464077, 315398, 28879189, 54157000, 0, 2802094, 2284569, 12869, 0
q1, d, -, 6, 64, 442368, 4, 52913593, 0, 0, 785313, 616627, 26271051,52915000, 0, 0, 0, 0, 0
q1, c, -, 6, 64, 442368, 4, 113801440, 0, 0, 2176411, 343217, 27807536,113802000, 0, 0, 0, 0, 0
q1, r, c, 7, 64, 442368, 4, 63350951, 0, 0, 546254, 370240, 32870541, 63284000, 0, 3264006, 2687370, 14594, 0
q1, d, -, 7, 64, 442368, 4, 56616487, 0, 0, 836225, 642522, 29838065,56618000, 0, 0, 0, 0, 0
q1, c, -, 7, 64, 442368, 4, 149630366, 0, 0, 2894399, 411027, 31884177,149631000, 0, 0, 0, 0, 0
q1, r, c, 8, 64, 442368, 4, 72486059, 0, 0, 619310, 420818, 36993320, 72415000, 0, 3729468, 3076894, 15095, 0
q1, d, -, 8, 64, 442368, 4, 62722888, 0, 0, 881949, 664183, 33487728,62725000, 0, 0, 0, 0, 0
q1, c, -, 8, 64, 442368, 4, 177861479, 0, 0, 3537259, 482406, 35927799,177863000, 0, 0, 0, 0, 0
q1, r, c, 9, 64, 442368, 4, 81360609, 0, 0, 696875, 473545, 40925306, 81292000, 0, 4195381, 3475838, 18584, 0
q1, d, -, 9, 64, 442368, 4, 68574582, 0, 0, 941578, 692069, 37090493,68576000, 0, 0, 0, 0, 0
q1, c, -, 9, 64, 442368, 4, 204158668, 0, 0, 4138810, 554087, 39978420,204160000, 0, 0, 0, 0, 0
q1, r, c, 10, 64, 442368, 4, 90478902, 0, 0, 773396, 505338, 44867367, 90408000, 0, 4663484, 3836910, 20408, 0
q1, d, -, 10, 64, 442368, 4, 76734452, 0, 0, 995572, 718081, 40673156,76736000, 0, 0, 0, 0, 0
q1, c, -, 10, 64, 442368, 4, 229564817, 0, 0, 4711737, 633035, 44055053,229565000, 0, 0, 0, 0, 0
q1, r, c, 11, 64, 442368, 4, 99942001, 0, 0, 856230, 569137, 49109969, 99874000, 0, 5129023, 4232870, 23996, 0
q1, d, -, 11, 64, 442368, 4, 82494418, 0, 0, 1041591, 739648, 44260489,82497000, 0, 0, 0, 0, 0
q1, c, -, 11, 64, 442368, 4, 256808303, 0, 0, 5270116, 724935, 48113265,256810000, 0, 0, 0, 0, 0
