bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 3, 64, 442368, 1, 34321712, 0, 0, 145700, 83169, 16991013, 34236000, 0, 1346370, 1330648, 5298, 0
q1, d, -, 3, 64, 442368, 1, 34785730, 0, 0, 621224, 535235, 15644804,34787000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 1, 21835633, 0, 0, 167959, 84114, 15635843,21837000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 2, 35231096, 0, 0, 180079, 114910, 16908725, 35149000, 0, 1366800, 1283855, 6839, 0
q1, d, -, 3, 64, 442368, 2, 34842209, 0, 0, 621551, 535290, 15539500,34845000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 2, 22540046, 0, 0, 206227, 115538, 15568704,22542000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 36284242, 0, 0, 234984, 164222, 16905897, 36206000, 0, 1398016, 1154029, 7304, 0
q1, d, -, 3, 64, 442368, 4, 34697489, 0, 0, 621464, 536833, 15540990,34700000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 24182823, 0, 0, 272286, 175663, 15592607,24184000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 8, 37305014, 0, 0, 331010, 256460, 16915580, 37222000, 0, 1488634, 428404, 699, 0
q1, d, -, 3, 64, 442368, 8, 34592573, 0, 0, 619026, 535634, 15525122,34594000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 8, 27181150, 0, 0, 396418, 274652, 15606725,27183000, 0, 0, 0, 0, 0
q1, r, c, 3, 32, 442368, 16, 76283656, 0, 0, 516815, 430401, 16974566, 76200000, 0, 2883356, 1046776, 15314, 0
q1, d, -, 3, 32, 442368, 16, 29956451, 0, 0, 391533, 307032, 15518487,29958000, 0, 0, 0, 0, 0
q1, c, -, 3, 32, 442368, 16, 33078475, 0, 0, 629834, 457303, 15599579,33080000, 0, 0, 0, 0, 0
