bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 1, 64, 442368, 4, 10734086, 0, 0, 80485, 59974, 8887733, 10670000, 0, 413967, 1374, 155, 0
q1, d, -, 1, 64, 442368, 4, 20469317, 0, 0, 509958, 478007, 8445072,20472000, 0, 0, 0, 0, 0
q1, c, -, 1, 64, 442368, 4, 9538642, 0, 0, 79257, 60617, 7540704,9541000, 0, 0, 0, 0, 0
q1, r, c, 2, 64, 442368, 4, 17743446, 0, 0, 159728, 110971, 12888193, 17678000, 0, 834623, 13009, 266, 0
q1, d, -, 2, 64, 442368, 4, 26518175, 0, 0, 566256, 509083, 11983624,26519000, 0, 0, 0, 0, 0
q1, c, -, 2, 64, 442368, 4, 15634808, 0, 0, 174612, 117875, 11540767,15637000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 26895724, 0, 0, 237806, 163526, 16887837, 26829000, 0, 1253246, 16079, 309, 0
q1, d, -, 3, 64, 442368, 4, 34640346, 0, 0, 619882, 536435, 15526736,34643000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 24177791, 0, 0, 271213, 175653, 15569876,24179000, 0, 0, 0, 0, 0
q1, r, c, 4, 64, 442368, 4, 29636856, 0, 0, 315672, 215521, 20871506, 29573000, 0, 1720361, 116788, 950, 0
q1, d, -, 4, 64, 442368, 4, 38561377, 0, 0, 676066, 563545, 19084498,38563000, 0, 0, 0, 0, 0
q1, c, -, 4, 64, 442368, 4, 30901985, 0, 0, 442830, 226524, 19647977,30903000, 0, 0, 0, 0, 0
q1, r, c, 5, 64, 442368, 4, 38042973, 0, 0, 393109, 266394, 24860137, 37972000, 0, 2121849, 93485, 737, 0
q1, d, -, 5, 64, 442368, 4, 46801081, 0, 0, 728596, 590804, 22681837,46803000, 0, 0, 0, 0, 0
q1, c, -, 5, 64, 442368, 4, 84433426, 0, 0, 1396808, 287816, 23747531,84434000, 0, 0, 0, 0, 0
q1, r, c, 6, 64, 442368, 4, 44110942, 0, 0, 471457, 319195, 28868569, 44045000, 0, 2585155, 175210, 1321, 0
q1, d, -, 6, 64, 442368, 4, 53110727, 0, 0, 787113, 619881, 26346779,53113000, 0, 0, 0, 0, 0
q1, c, -, 6, 64, 442368, 4, 113396706, 0, 0, 2181620, 344055, 27826279,113397000, 0, 0, 0, 0, 0
q1, r, c, 7, 64, 442368, 4, 48913047, 0, 0, 546896, 372490, 33013661, 48850000, 0, 3276873, 2654290, 30645, 0
q1, d, -, 7, 64, 442368, 4, 56707128, 0, 0, 835601, 640931, 29929657,56709000, 0, 0, 0, 0, 0
q1, c, -, 7, 64, 442368, 4, 149595082, 0, 0, 2901371, 409980, 31868642,149597000, 0, 0, 0, 0, 0
q1, r, c, 8, 64, 442368, 4, 55774549, 0, 0, 625617, 426160, 36952335, 55708000, 0, 3746745, 3173833, 37850, 0
q1, d, -, 8, 64, 442368, 4, 62867262, 0, 0, 883255, 664990, 33514573,62870000, 0, 0, 0, 0, 0
q1, c, -, 8, 64, 442368, 4, 177806323, 0, 0, 3528407, 482666, 35936960,177807000, 0, 0, 0, 0, 0
q1, r, c, 9, 64, 442368, 4, 62403544, 0, 0, 691966, 471856, 40890887, 62331000, 0, 4215652, 3548800, 38744, 0
q1, d, -, 9, 64, 442368, 4, 68506259, 0, 0, 936475, 692053, 37077031,68508000, 0, 0, 0, 0, 0
q1, c, -, 9, 64, 442368, 4, 204343183, 0, 0, 4138203, 554906, 40006755,204344000, 0, 0, 0, 0, 0
q1, r, c, 10, 64, 442368, 4, 69929171, 0, 0, 783872, 528546, 45118533, 69860000, 0, 4679153, 3595064, 37641, 0
q1, d, -, 10, 64, 442368, 4, 76642503, 0, 0, 990264, 715224, 40674728,76644000, 0, 0, 0, 0, 0
q1, c, -, 10, 64, 442368, 4, 229899611, 0, 0, 4715100, 633823, 44051160,229901000, 0, 0, 0, 0, 0
q1, r, c, 11, 64, 442368, 4, 76651773, 0, 0, 856179, 578025, 49060976, 76585000, 0, 5151247, 4263927, 41001, 0
q1, d, -, 11, 64, 442368, 4, 82560065, 0, 0, 1040390, 739944, 44242902,82561000, 0, 0, 0, 0, 0
q1, c, -, 11, 64, 442368, 4, 256873524, 0, 0, 5265767, 723986, 48100240,256875000, 0, 0, 0, 0, 0
