bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 1, 64, 442368, 4, 24628390, 0, 0, 79875, 60928, 8931632, 24550000, 0, 412907, 0, 0, 0
q1, d, -, 1, 64, 442368, 4, 33262322, 0, 0, 510475, 478345, 8456981,33265000, 0, 0, 0, 0, 0
q1, c, -, 1, 64, 442368, 4, 10663412, 0, 0, 74686, 59302, 7548142,10664000, 0, 0, 0, 0, 0
q1, r, c, 2, 64, 442368, 4, 44616050, 0, 0, 155397, 113852, 12941638, 44537000, 0, 827518, 0, 1, 0
q1, d, -, 2, 64, 442368, 4, 40223378, 0, 0, 566302, 509652, 12005131,40226000, 0, 0, 0, 0, 0
q1, c, -, 2, 64, 442368, 4, 18220855, 0, 0, 166790, 114651, 11530706,18223000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 66193527, 0, 0, 230675, 159190, 16951056, 66114000, 0, 1241789, 0, 1, 0
q1, d, -, 3, 64, 442368, 4, 46596293, 0, 0, 617939, 536456, 15546319,46598000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 27714473, 0, 0, 268477, 171152, 15529711,27716000, 0, 0, 0, 0, 0
q1, r, c, 4, 64, 442368, 4, 84974857, 0, 0, 304765, 217615, 20963360, 84904000, 0, 1652861, 0, 1, 0
q1, d, -, 4, 64, 442368, 4, 54690709, 0, 0, 669010, 562667, 19099266,54692000, 0, 0, 0, 0, 0
q1, c, -, 4, 64, 442368, 4, 34884257, 0, 0, 447993, 226762, 19613744,34885000, 0, 0, 0, 0, 0
q1, r, c, 5, 64, 442368, 4, 106444489, 0, 0, 380444, 261028, 24974168, 106367000, 0, 2067125, 0, 0, 0
q1, d, -, 5, 64, 442368, 4, 60771373, 0, 0, 717800, 587389, 22650908,60774000, 0, 0, 0, 0, 0
q1, c, -, 5, 64, 442368, 4, 84462458, 0, 0, 1395786, 288815, 23711445,84464000, 0, 0, 0, 0, 0
q1, r, c, 6, 64, 442368, 4, 125907673, 0, 0, 461241, 318214, 28990378, 125828000, 0, 2482932, 0, 0, 0
q1, d, -, 6, 64, 442368, 4, 65777373, 0, 0, 771489, 614089, 26348245,65780000, 0, 0, 0, 0, 0
q1, c, -, 6, 64, 442368, 4, 111607516, 0, 0, 2181235, 351066, 27788765,111609000, 0, 0, 0, 0, 0
q1, r, c, 7, 64, 442368, 4, 145148449, 0, 0, 530618, 373759, 33005458, 145070000, 0, 2896878, 0, 0, 0
q1, d, -, 7, 64, 442368, 4, 72048506, 0, 0, 812537, 634561, 29868074,72051000, 0, 0, 0, 0, 0
q1, c, -, 7, 64, 442368, 4, 140395145, 0, 0, 2896016, 413756, 31852589,140396000, 0, 0, 0, 0, 0
q1, r, c, 8, 64, 442368, 4, 165388518, 0, 0, 610205, 428476, 37142687, 165309000, 0, 3310550, 0, 0, 0
q1, d, -, 8, 64, 442368, 4, 78362293, 0, 0, 861657, 659318, 33539207,78364000, 0, 0, 0, 0, 0
q1, c, -, 8, 64, 442368, 4, 163993192, 0, 0, 3529778, 480775, 35908292,163995000, 0, 0, 0, 0, 0
q1, r, c, 9, 64, 442368, 4, 184686057, 0, 0, 685054, 481037, 41097333, 184608000, 0, 3725317, 0, 0, 0
q1, d, -, 9, 64, 442368, 4, 86212870, 0, 0, 910203, 682686, 37094589,86214000, 0, 0, 0, 0, 0
q1, c, -, 9, 64, 442368, 4, 187633267, 0, 0, 4125713, 553944, 39988074,187634000, 0, 0, 0, 0, 0
q1, r, c, 10, 64, 442368, 4, 205192899, 0, 0, 753876, 531662, 45057468, 205116000, 0, 4136992, 0, 2, 0
q1, d, -, 10, 64, 442368, 4, 92171833, 0, 0, 946876, 703958, 40675744,92174000, 0, 0, 0, 0, 0
q1, c, -, 10, 64, 442368, 4, 211731376, 0, 0, 4700560, 633317, 44023852,211732000, 0, 0, 0, 0, 0
q1, r, c, 11, 64, 442368, 4, 225890928, 0, 0, 837855, 586397, 49341740, 225813000, 0, 4552126, 0, 1, 0
q1, d, -, 11, 64, 442368, 4, 98265056, 0, 0, 991708, 726062, 44289715,98268000, 0, 0, 0, 0, 0
q1, c, -, 11, 64, 442368, 4, 235380915, 0, 0, 5254912, 724503, 48079178,235382000, 0, 0, 0, 0, 0
