bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 3, 64, 442368, 2, 26331041, 0, 0, 187375, 114198, 16885046, 26255000, 0, 1367413, 1328425, 6926, 0
q1, d, -, 3, 64, 442368, 2, 34890079, 0, 0, 624652, 536133, 15533439,34892000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 2, 22585397, 0, 0, 208827, 116519, 15529300,22587000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 26818135, 0, 0, 240748, 164388, 16879297, 26750000, 0, 1407502, 997541, 6445, 0
q1, d, -, 3, 64, 442368, 4, 34801262, 0, 0, 627168, 537446, 15539546,34804000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 24174783, 0, 0, 277343, 175655, 15520925,24176000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 8, 28396069, 0, 0, 332775, 252806, 16885490, 28328000, 0, 1421246, 10899, 273, 0
q1, d, -, 3, 64, 442368, 8, 34719775, 0, 0, 624448, 537268, 15525160,34722000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 8, 27127383, 0, 0, 399749, 273210, 15539052,27129000, 0, 0, 0, 0, 0
