bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 1, 64, 442368, 4, 11212540, 0, 0, 82880, 62036, 8915288, 11136000, 0, 467864, 233617, 2063, 0
q1, d, -, 1, 64, 442368, 4, 20432495, 0, 0, 509032, 477740, 8435386,20435000, 0, 0, 0, 0, 0
q1, c, -, 1, 64, 442368, 4, 9553154, 0, 0, 80179, 60986, 7540195,9555000, 0, 0, 0, 0, 0
q1, r, c, 2, 64, 442368, 4, 22268570, 0, 0, 156545, 112215, 12894497, 22192000, 0, 933103, 766043, 5271, 0
q1, d, -, 2, 64, 442368, 4, 26461736, 0, 0, 564798, 508422, 11977003,26464000, 0, 0, 0, 0, 0
q1, c, -, 2, 64, 442368, 4, 15601046, 0, 0, 174155, 117719, 11531055,15602000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 33516490, 0, 0, 236881, 167197, 16909625, 33437000, 0, 1399586, 1149605, 6626, 0
q1, d, -, 3, 64, 442368, 4, 34696784, 0, 0, 621944, 537547, 15525129,34699000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 24123846, 0, 0, 271699, 175401, 15521369,24126000, 0, 0, 0, 0, 0
q1, r, c, 4, 64, 442368, 4, 44221929, 0, 0, 312204, 215872, 20897972, 44146000, 0, 1862525, 1553801, 10140, 0
q1, d, -, 4, 64, 442368, 4, 38541387, 0, 0, 674153, 563249, 19073092,38543000, 0, 0, 0, 0, 0
q1, c, -, 4, 64, 442368, 4, 30835432, 0, 0, 441183, 226559, 19605577,30838000, 0, 0, 0, 0, 0
q1, r, c, 5, 64, 442368, 4, 55339244, 0, 0, 389655, 267263, 24895940, 55258000, 0, 2327825, 1920501, 8587, 0
q1, d, -, 5, 64, 442368, 4, 46716374, 0, 0, 729404, 589978, 22622847,46718000, 0, 0, 0, 0, 0
q1, c, -, 5, 64, 442368, 4, 85729198, 0, 0, 1407371, 288024, 23710949,85731000, 0, 0, 0, 0, 0
q1, r, c, 6, 64, 442368, 4, 66274447, 0, 0, 468623, 320796, 28909726, 66196000, 0, 2793326, 2324215, 12710, 0
q1, d, -, 6, 64, 442368, 4, 53058889, 0, 0, 785084, 619933, 26327601,53061000, 0, 0, 0, 0, 0
q1, c, -, 6, 64, 442368, 4, 116361286, 0, 0, 2191134, 345174, 27812843,116362000, 0, 0, 0, 0, 0
q1, r, c, 7, 64, 442368, 4, 77319988, 0, 0, 547529, 371459, 32890658, 77243000, 0, 3255505, 2735362, 15212, 0
q1, d, -, 7, 64, 442368, 4, 56693511, 0, 0, 836544, 643168, 29847425,56695000, 0, 0, 0, 0, 0
q1, c, -, 7, 64, 442368, 4, 149854335, 0, 0, 2905140, 411861, 31893445,149855000, 0, 0, 0, 0, 0
q1, r, c, 8, 64, 442368, 4, 88637868, 0, 0, 626599, 426814, 37003041, 88559000, 0, 3720490, 3136337, 19330, 0
q1, d, -, 8, 64, 442368, 4, 62855541, 0, 0, 882594, 666374, 33511044,62858000, 0, 0, 0, 0, 0
q1, c, -, 8, 64, 442368, 4, 178072712, 0, 0, 3540998, 483778, 35936249,178074000, 0, 0, 0, 0, 0
q1, r, c, 9, 64, 442368, 4, 99399039, 0, 0, 704641, 477268, 40948085, 99319000, 0, 4186905, 3545731, 20949, 0
q1, d, -, 9, 64, 442368, 4, 68566561, 0, 0, 939917, 692629, 37064121,68568000, 0, 0, 0, 0, 0
q1, c, -, 9, 64, 442368, 4, 204292994, 0, 0, 4142152, 554064, 39988218,204295000, 0, 0, 0, 0, 0
q1, r, c, 10, 64, 442368, 4, 110141397, 0, 0, 779114, 529595, 44898881, 110066000, 0, 4655557, 3900713, 26215, 0
q1, d, -, 10, 64, 442368, 4, 76812668, 0, 0, 992180, 718583, 40667666,76814000, 0, 0, 0, 0, 0
q1, c, -, 10, 64, 442368, 4, 230175704, 0, 0, 4714586, 633877, 44053345,230177000, 0, 0, 0, 0, 0
q1, r, c, 11, 64, 442368, 4, 121785728, 0, 0, 863734, 583978, 49156631, 121709000, 0, 5121055, 4305276, 27450, 0
q1, d, -, 11, 64, 442368, 4, 82614617, 0, 0, 1044526, 737653, 44260867,82616000, 0, 0, 0, 0, 0
q1, c, -, 11, 64, 442368, 4, 256865402, 0, 0, 5272000, 723550, 48091522,256866000, 0, 0, 0, 0, 0
