bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 1, 64, 442368, 4, 21757807, 0, 0, 77341, 60175, 8916962, 21690000, 0, 414429, 0, 1, 0
q1, d, -, 1, 64, 442368, 4, 33382581, 0, 0, 512340, 479953, 8489601,33384000, 0, 0, 0, 0, 0
q1, c, -, 1, 64, 442368, 4, 10654052, 0, 0, 74065, 59581, 7548070,10655000, 0, 0, 0, 0, 0
q1, r, c, 2, 64, 442368, 4, 39284336, 0, 0, 151304, 112603, 12926962, 39214000, 0, 826286, 0, 0, 0
q1, d, -, 2, 64, 442368, 4, 40185616, 0, 0, 563874, 509587, 12004626,40188000, 0, 0, 0, 0, 0
q1, c, -, 2, 64, 442368, 4, 18269244, 0, 0, 166702, 115543, 11546104,18271000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 58148440, 0, 0, 228495, 163734, 16956449, 58079000, 0, 1242917, 0, 1, 0
q1, d, -, 3, 64, 442368, 4, 46610583, 0, 0, 617683, 536345, 15561649,46611000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 27774330, 0, 0, 268190, 171756, 15584366,27777000, 0, 0, 0, 0, 0
q1, r, c, 4, 64, 442368, 4, 74343757, 0, 0, 298942, 217788, 20952889, 74268000, 0, 1658659, 0, 0, 0
q1, d, -, 4, 64, 442368, 4, 54647900, 0, 0, 666875, 562152, 19112307,54650000, 0, 0, 0, 0, 0
q1, c, -, 4, 64, 442368, 4, 34904297, 0, 0, 446236, 227352, 19650995,34906000, 0, 0, 0, 0, 0
q1, r, c, 5, 64, 442368, 4, 92981053, 0, 0, 375053, 263729, 24970188, 92788000, 0, 2073376, 0, 0, 0
q1, d, -, 5, 64, 442368, 4, 60786173, 0, 0, 716026, 587947, 22704506,60789000, 0, 0, 0, 0, 0
q1, c, -, 5, 64, 442368, 4, 84370343, 0, 0, 1392538, 289494, 23730545,84371000, 0, 0, 0, 0, 0
q1, r, c, 6, 64, 442368, 4, 110057411, 0, 0, 451852, 310421, 28982970, 109981000, 0, 2484164, 0, 0, 0
q1, d, -, 6, 64, 442368, 4, 65627560, 0, 0, 764892, 613190, 26348131,65630000, 0, 0, 0, 0, 0
q1, c, -, 6, 64, 442368, 4, 108256868, 0, 0, 2176482, 351434, 27811690,108258000, 0, 0, 0, 0, 0
q1, r, c, 7, 64, 442368, 4, 126369635, 0, 0, 523523, 363681, 33148037, 126300000, 0, 2899761, 0, 0, 0
q1, d, -, 7, 64, 442368, 4, 72036835, 0, 0, 808410, 635915, 29958034,72039000, 0, 0, 0, 0, 0
q1, c, -, 7, 64, 442368, 4, 139617280, 0, 0, 2890069, 414645, 31874386,139618000, 0, 0, 0, 0, 0
q1, r, c, 8, 64, 442368, 4, 143677379, 0, 0, 597938, 427038, 37093973, 143607000, 0, 3313762, 0, 0, 0
q1, d, -, 8, 64, 442368, 4, 78320348, 0, 0, 857268, 660679, 33550876,78321000, 0, 0, 0, 0, 0
q1, c, -, 8, 64, 442368, 4, 164812345, 0, 0, 3524103, 480740, 35916370,164814000, 0, 0, 0, 0, 0
q1, r, c, 9, 64, 442368, 4, 160221259, 0, 0, 672632, 478534, 41059736, 160153000, 0, 3727893, 0, 0, 0
q1, d, -, 9, 64, 442368, 4, 85932736, 0, 0, 900615, 681694, 37099378,85935000, 0, 0, 0, 0, 0
q1, c, -, 9, 64, 442368, 4, 187401933, 0, 0, 4115383, 552398, 39970192,187403000, 0, 0, 0, 0, 0
q1, r, c, 10, 64, 442368, 4, 179609291, 0, 0, 748542, 534247, 45303179, 179532000, 0, 4142248, 0, 0, 0
q1, d, -, 10, 64, 442368, 4, 92122673, 0, 0, 943338, 706386, 40708472,92125000, 0, 0, 0, 0, 0
q1, c, -, 10, 64, 442368, 4, 211182513, 0, 0, 4687279, 633187, 44023965,211183000, 0, 0, 0, 0, 0
q1, r, c, 11, 64, 442368, 4, 196434106, 0, 0, 824137, 569885, 49251358, 196357000, 0, 4556257, 0, 0, 0
q1, d, -, 11, 64, 442368, 4, 98080247, 0, 0, 984273, 726309, 44271792,98083000, 0, 0, 0, 0, 0
q1, c, -, 11, 64, 442368, 4, 235278779, 0, 0, 5247180, 722787, 48077042,235281000, 0, 0, 0, 0, 0
