bench, mem, temp, enabled_col_num, row_size, row_count, col_width, cycles, l1_references,     l1_refills, l2_references, l2_refills, inst_retired, time, stall_ctrl_trapper, stall_fetch_ctrl, stall_fetch_full,     stall_fetch_memory, stall_req_fetch
q1, r, c, 1, 64, 442368, 4, 20491856, 0, 0, 77966, 60177, 8919385, 20418000, 0, 413828, 0, 1, 0
q1, d, -, 1, 64, 442368, 4, 33287304, 0, 0, 510847, 478923, 8463756,33290000, 0, 0, 0, 0, 0
q1, c, -, 1, 64, 442368, 4, 10672381, 0, 0, 74927, 59764, 7553073,10673000, 0, 0, 0, 0, 0
q1, r, c, 2, 64, 442368, 4, 36436967, 0, 0, 151575, 106199, 12920691, 36369000, 0, 825513, 0, 0, 0
q1, d, -, 2, 64, 442368, 4, 40181469, 0, 0, 564624, 509309, 12004572,40184000, 0, 0, 0, 0, 0
q1, c, -, 2, 64, 442368, 4, 18217127, 0, 0, 166439, 114937, 11532168,18219000, 0, 0, 0, 0, 0
q1, r, c, 3, 64, 442368, 4, 54031815, 0, 0, 227883, 163979, 16932438, 53965000, 0, 1243020, 0, 0, 0
q1, d, -, 3, 64, 442368, 4, 46590033, 0, 0, 617901, 536539, 15552682,46593000, 0, 0, 0, 0, 0
q1, c, -, 3, 64, 442368, 4, 27761426, 0, 0, 269732, 171689, 15537065,27762000, 0, 0, 0, 0, 0
q1, r, c, 4, 64, 442368, 4, 69053056, 0, 0, 304232, 204703, 20960374, 68986000, 0, 1656189, 0, 0, 0
q1, d, -, 4, 64, 442368, 4, 54599488, 0, 0, 667352, 561455, 19092714,54603000, 0, 0, 0, 0, 0
q1, c, -, 4, 64, 442368, 4, 34872135, 0, 0, 447918, 226617, 19620197,34873000, 0, 0, 0, 0, 0
q1, r, c, 5, 64, 442368, 4, 86601662, 0, 0, 376750, 265804, 24956173, 86534000, 0, 2073160, 0, 1, 0
q1, d, -, 5, 64, 442368, 4, 60813007, 0, 0, 718546, 588259, 22684494,60815000, 0, 0, 0, 0, 0
q1, c, -, 5, 64, 442368, 4, 83285337, 0, 0, 1389778, 289418, 23744909,83286000, 0, 0, 0, 0, 0
q1, r, c, 6, 64, 442368, 4, 101395653, 0, 0, 448165, 315686, 28952066, 101324000, 0, 2485260, 0, 0, 0
q1, d, -, 6, 64, 442368, 4, 65626498, 0, 0, 767075, 613246, 26336728,65629000, 0, 0, 0, 0, 0
q1, c, -, 6, 64, 442368, 4, 112247595, 0, 0, 2184835, 351584, 27798319,112248000, 0, 0, 0, 0, 0
q1, r, c, 7, 64, 442368, 4, 116762361, 0, 0, 523005, 371800, 32966538, 116693000, 0, 2899735, 0, 0, 0
q1, d, -, 7, 64, 442368, 4, 72049899, 0, 0, 812521, 637164, 29858092,72052000, 0, 0, 0, 0, 0
q1, c, -, 7, 64, 442368, 4, 140123619, 0, 0, 2888216, 414604, 31861656,140125000, 0, 0, 0, 0, 0
q1, r, c, 8, 64, 442368, 4, 133089936, 0, 0, 597075, 424098, 37079752, 133022000, 0, 3314210, 0, 0, 0
q1, d, -, 8, 64, 442368, 4, 78193686, 0, 0, 857344, 659605, 33516131,78195000, 0, 0, 0, 0, 0
q1, c, -, 8, 64, 442368, 4, 164776218, 0, 0, 3516219, 481621, 35921642,164778000, 0, 0, 0, 0, 0
q1, r, c, 9, 64, 442368, 4, 148481457, 0, 0, 672230, 476525, 41034828, 148412000, 0, 3729422, 0, 0, 0
q1, d, -, 9, 64, 442368, 4, 85996458, 0, 0, 904055, 682709, 37111151,85998000, 0, 0, 0, 0, 0
q1, c, -, 9, 64, 442368, 4, 187633554, 0, 0, 4125011, 552733, 39952413,187634000, 0, 0, 0, 0, 0
q1, r, c, 10, 64, 442368, 4, 164483666, 0, 0, 742045, 528607, 44999177, 164409000, 0, 4144288, 0, 1, 0
q1, d, -, 10, 64, 442368, 4, 92110901, 0, 0, 945072, 706756, 40679513,92113000, 0, 0, 0, 0, 0
q1, c, -, 10, 64, 442368, 4, 211281653, 0, 0, 4690875, 633522, 44010579,211282000, 0, 0, 0, 0, 0
q1, r, c, 11, 64, 442368, 4, 181421955, 0, 0, 837000, 585204, 49387666, 181353000, 0, 4559621, 0, 1, 0
q1, d, -, 11, 64, 442368, 4, 98235438, 0, 0, 990054, 727295, 44286658,98238000, 0, 0, 0, 0, 0
q1, c, -, 11, 64, 442368, 4, 235629966, 0, 0, 5252186, 724646, 48069625,235632000, 0, 0, 0, 0, 0
