Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,4,1,64,24628390,8931632,0,412907,0,0,0,79875,60928,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,1,64,33262322,8456981,0,0,0,0,0,510475,478345,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,1,64,10663412,7548142,0,0,0,0,0,74686,59302,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,2,64,44616050,12941638,0,827518,0,1,0,155397,113852,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,2,64,40223378,12005131,0,0,0,0,0,566302,509652,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,2,64,18220855,11530706,0,0,0,0,0,166790,114651,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,66193527,16951056,0,1241789,0,1,0,230675,159190,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,46596293,15546319,0,0,0,0,0,617939,536456,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,27714473,15529711,0,0,0,0,0,268477,171152,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,4,64,84974857,20963360,0,1652861,0,1,0,304765,217615,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,4,64,54690709,19099266,0,0,0,0,0,669010,562667,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,4,64,34884257,19613744,0,0,0,0,0,447993,226762,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,5,64,106444489,24974168,0,2067125,0,0,0,380444,261028,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,5,64,60771373,22650908,0,0,0,0,0,717800,587389,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,5,64,84462458,23711445,0,0,0,0,0,1395786,288815,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,6,64,125907673,28990378,0,2482932,0,0,0,461241,318214,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,6,64,65777373,26348245,0,0,0,0,0,771489,614089,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,6,64,111607516,27788765,0,0,0,0,0,2181235,351066,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,7,64,145148449,33005458,0,2896878,0,0,0,530618,373759,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,7,64,72048506,29868074,0,0,0,0,0,812537,634561,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,7,64,140395145,31852589,0,0,0,0,0,2896016,413756,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,8,64,165388518,37142687,0,3310550,0,0,0,610205,428476,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,8,64,78362293,33539207,0,0,0,0,0,861657,659318,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,8,64,163993192,35908292,0,0,0,0,0,3529778,480775,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,9,64,184686057,41097333,0,3725317,0,0,0,685054,481037,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,9,64,86212870,37094589,0,0,0,0,0,910203,682686,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,9,64,187633267,39988074,0,0,0,0,0,4125713,553944,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,10,64,205192899,45057468,0,4136992,0,2,0,753876,531662,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,10,64,92171833,40675744,0,0,0,0,0,946876,703958,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,10,64,211731376,44023852,0,0,0,0,0,4700560,633317,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,11,64,225890928,49341740,0,4552126,0,1,0,837855,586397,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,11,64,98265056,44289715,0,0,0,0,0,991708,726062,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,11,64,235380915,48079178,0,0,0,0,0,5254912,724503,"16 Fetch Unit, 4 Rank"
