Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,4,1,64,16665435,8912682,0,411053,0,4324,0,77568,60143,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,1,64,33234709,8454920,0,0,0,0,0,509957,478124,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,1,64,10653376,7547325,0,0,0,0,0,74497,59464,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,2,64,28886391,12911531,0,825748,0,11493,0,151237,112665,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,2,64,40265235,12020246,0,0,0,0,0,566974,510087,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,2,64,18213700,11530971,0,0,0,0,0,167161,114764,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,42734571,16908865,0,1241630,0,6765,0,225217,157196,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,46567144,15551175,0,0,0,0,0,616974,535924,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,27724637,15546242,0,0,0,0,0,268106,170635,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,4,64,53734476,20926495,0,1657512,0,12656,0,298861,217103,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,4,64,54605661,19092833,0,0,0,0,0,667799,561167,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,4,64,34833275,19606144,0,0,0,0,0,447991,226075,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,5,64,67125023,24923132,0,2071865,0,9377,0,372590,260291,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,5,64,60790472,22684617,0,0,0,0,0,718039,587513,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,5,64,83290566,23738678,0,0,0,0,0,1392614,288985,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,6,64,78532099,28923326,0,2487640,0,10341,0,445080,306156,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,6,64,65688200,26347412,0,0,0,0,0,768952,613863,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,6,64,108121461,27794078,0,0,0,0,0,2175920,351742,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,7,64,90243961,32900909,0,2900242,0,16328,0,514309,357893,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,7,64,72013383,29854096,0,0,0,0,0,812765,634694,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,7,64,140103169,31851216,0,0,0,0,0,2890171,413413,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,8,64,102756190,37047348,0,3315223,0,31593,0,595525,425350,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,8,64,78238381,33521553,0,0,0,0,0,859514,657953,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,8,64,163679399,35905702,0,0,0,0,0,3520277,479989,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,9,64,113960945,40988560,0,3730075,0,32800,0,664398,476084,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,9,64,85915593,37102138,0,0,0,0,0,900731,681836,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,9,64,187677437,39953685,0,0,0,0,0,4117655,552048,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,10,64,126972955,44927576,0,4144204,0,22073,0,736332,527594,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,10,64,92163822,40686914,0,0,0,0,0,948382,704587,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,10,64,211311559,44041693,0,0,0,0,0,4700113,633435,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,11,64,139318770,49161523,0,4559295,0,15986,0,814338,564787,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,11,64,98111610,44280605,0,0,0,0,0,986114,724969,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,11,64,235059909,48087816,0,0,0,0,0,5246794,722770,"16 Fetch Unit, 4 Rank"
