Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),RME Enabled,Design
Rocket,27MB,row,4 bytes,1,64,37636089,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,1,64,30482882,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,1,64,25924490,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,2,64,55891365,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,2,64,50702881,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,2,64,42720627,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,3,64,70833811,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,3,64,70833811,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,3,64,59643211,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,4,64,89243514,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,4,64,87915784,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,4,64,74166752,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,5,64,107449358,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,5,64,107986167,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,5,64,123983217,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,6,64,128792524,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,6,64,131209390,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,6,64,156597396,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,7,64,151396417,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,7,64,146978060,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,7,64,184888858,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,8,64,165165112,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,8,64,171613800,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,8,64,218820557,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,9,64,183409101,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,9,64,191670894,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,9,64,262185442,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,10,64,201682000,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,10,64,211807000,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,10,64,306624000,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,11,64,219864721,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,row,4 bytes,11,64,231983202,TRUE,"16 Fetch Unit, 4 Rank, Prefetch"
Rocket,27MB,col,4 bytes,11,64,350107745,FALSE,"16 Fetch Unit, 4 Rank, Prefetch"
