Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,4,1,64,10620010,8917595,0,447,2255,20110,0,83016,58814,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,1,64,20407874,8435344,0,0,0,0,0,508889,477609,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,1,64,9535122,7540359,0,0,0,0,0,79284,60578,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,2,64,16518555,12898964,0,2077,7443,32050,0,159495,106859,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,2,64,26488316,11985010,0,0,0,0,0,565412,508567,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,2,64,15540206,11525506,0,0,0,0,0,171756,116859,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,24984339,16884115,0,2457,11217,39137,0,238683,154995,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,34663808,15531706,0,0,0,0,0,621308,537196,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,24136881,15530757,0,0,0,0,0,272941,175739,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,4,64,28813234,20878111,0,5123,36692,48346,0,316161,204383,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,4,64,38525859,19072989,0,0,0,0,0,675433,563144,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,4,64,30763254,19594273,0,0,0,0,0,440624,225813,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,5,64,36996138,24864175,0,5992,34763,57326,0,394055,251254,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,5,64,46715185,22631442,0,0,0,0,0,729152,589763,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,5,64,85876138,23732829,0,0,0,0,0,1410273,289097,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,6,64,42875279,28870173,0,7221,56798,66680,0,472032,301499,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,6,64,52924935,26325058,0,0,0,0,0,781789,618350,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,6,64,114768570,27805618,0,0,0,0,0,2176685,344236,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,7,64,46579486,32846475,0,9790,90692,76426,0,549098,347169,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,7,64,56581980,29833038,0,0,0,0,0,834502,642774,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,7,64,149668124,31880823,0,0,0,0,0,2904050,410633,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,8,64,52913460,36964530,0,11680,105524,84644,0,630749,398218,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,8,64,62859693,33519471,0,0,0,0,0,884745,666164,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,8,64,177898660,35934075,0,0,0,0,0,3535797,483915,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,9,64,58766570,40922016,0,13144,125214,94086,0,706072,446085,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,9,64,68413375,37069104,0,0,0,0,0,936257,691048,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,9,64,203869263,39979650,0,0,0,0,0,4129772,553185,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,10,64,66880474,44848284,0,13844,122031,103868,0,782429,494327,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,10,64,76548888,40654362,0,0,0,0,0,986928,716754,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,10,64,229734121,44082543,0,0,0,0,0,4709193,634169,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,11,64,73175081,49058842,0,13996,144797,112216,0,863361,543063,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,11,64,82465808,44260992,0,0,0,0,0,1038152,738964,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,11,64,256987699,48136565,0,0,0,0,0,5268845,727728,"16 Fetch Unit, 4 Rank"
