Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,4,1,64,11119783,8916785,0,414543,2225,117,0,83513,61647,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,1,64,20432711,8435282,0,0,0,0,0,509268,477684,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,1,64,9548371,7540183,0,0,0,0,0,79818,60719,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,2,64,17254493,12905432,0,855830,34906,325,0,161557,114822,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,2,64,26471048,11977016,0,0,0,0,0,565049,508732,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,2,64,15588737,11531659,0,0,0,0,0,173780,117535,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,25993121,16896387,0,1276267,38883,323,0,240422,166366,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,34687011,15531635,0,0,0,0,0,621740,537378,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,24184076,15532649,0,0,0,0,0,272928,175888,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,4,64,31838782,20886753,0,1875388,1574607,16800,0,315737,214095,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,4,64,38570037,19073190,0,0,0,0,0,676659,563770,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,4,64,30891282,19622913,0,0,0,0,0,444436,228016,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,5,64,39739512,24880520,0,2343825,1829836,12161,0,393142,268659,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,5,64,46825032,22660968,0,0,0,0,0,729705,591314,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,5,64,84016933,23757259,0,0,0,0,0,1396927,289795,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,6,64,47447632,28859385,0,2813106,2351417,15786,0,469139,319056,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,6,64,52982204,26308467,0,0,0,0,0,784652,618839,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,6,64,117054760,27811157,0,0,0,0,0,2191663,344944,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,7,64,55918487,32860088,0,3268118,2662577,18891,0,538694,373358,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,7,64,56585827,29820067,0,0,0,0,0,834822,644045,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,7,64,149904185,31878336,0,0,0,0,0,2891608,411905,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,8,64,64301287,36972241,0,3734138,3050041,23487,0,619798,426476,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,8,64,62768406,33489117,0,0,0,0,0,881468,665744,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,8,64,179216760,35955608,0,0,0,0,0,3539572,482597,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,9,64,72056334,40900564,0,4199327,3422355,27528,0,688407,473133,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,9,64,68470253,37077490,0,0,0,0,0,936368,693896,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,9,64,204481832,39985401,0,0,0,0,0,4138669,555011,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,10,64,79709206,44872814,0,4669781,3825096,28090,0,765538,515912,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,10,64,76663260,40647961,0,0,0,0,0,991133,718754,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,10,64,230228847,44036539,0,0,0,0,0,4711765,634208,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,11,64,88592883,49116607,0,5134973,4191090,27864,0,851321,575110,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,11,64,82494069,44260488,0,0,0,0,0,1038410,738042,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,11,64,256822558,48092770,0,0,0,0,0,5266885,724698,"16 Fetch Unit, 4 Rank"
