Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,1,3,64,24022933,16972316,0,1309077,878435,925,0,155044,82193,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,1,3,64,34745289,15618183,0,0,0,0,0,621594,534961,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,1,3,64,21840779,15627281,0,0,0,0,0,169877,83579,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,2,3,64,24769798,16886173,0,1290576,354942,673,0,189332,113999,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,2,3,64,34870770,15531655,0,0,0,0,0,624651,535282,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,2,3,64,22612050,15577131,0,0,0,0,0,209066,116082,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,26820933,16880268,0,1253694,18001,345,0,238607,163665,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,34638997,15531689,0,0,0,0,0,621124,536077,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,24183561,15592351,0,0,0,0,0,272657,175705,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,8,3,64,27944389,16892966,0,1183449,935,359,0,332060,251142,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,8,3,64,34693824,15531630,0,0,0,0,0,623329,536836,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,8,3,64,27146376,15590371,0,0,0,0,0,397522,272781,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,16,3,64,32458355,16891510,25,90266,0,340,0,506081,425897,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,16,3,64,34809442,15533202,0,0,0,0,0,620529,535656,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,16,3,64,32990286,15583179,0,0,0,0,0,627888,456622,"16 Fetch Unit, 4 Rank"
