Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,4,1,64,13607071,8906660,0,0,0,91733,0,75251,59788,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,1,64,33227300,8455014,0,0,0,0,0,509746,478399,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,1,64,10736389,7573443,0,0,0,0,0,75633,60443,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,2,64,22791836,12897348,0,0,0,138946,0,149129,111739,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,2,64,40194814,12004882,0,0,0,0,0,566736,509306,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,2,64,18269242,11537081,0,0,0,0,0,169247,115096,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,33706306,16893931,0,0,0,177784,0,219767,163738,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,46562658,15554505,0,0,0,0,0,616243,536424,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,27766691,15588182,0,0,0,0,0,267307,172445,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,4,64,41899714,20892704,0,0,0,218788,0,295024,216062,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,4,64,54680485,19112416,0,0,0,0,0,670451,562732,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,4,64,34959875,19653415,0,0,0,0,0,449954,228383,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,5,64,52287196,24896918,0,0,0,260680,0,366326,268958,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,5,64,60803965,22710665,0,0,0,0,0,716468,588120,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,5,64,83051873,23747545,0,0,0,0,0,1389169,290901,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,6,64,60800954,28880031,0,0,0,301588,0,442749,319185,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,6,64,65756940,26360273,0,0,0,0,0,773301,612883,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,6,64,108479636,27811364,0,0,0,0,0,2183360,350417,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,7,64,69271052,33038961,0,0,0,340005,0,511014,373170,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,7,64,72000235,29937494,0,0,0,0,0,808785,636275,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,7,64,139787218,31854621,0,0,0,0,0,2887200,414339,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,8,64,78772766,36988832,0,0,0,380212,0,591072,423599,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,8,64,78319926,33534721,0,0,0,0,0,862183,658807,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,8,64,164888045,35907875,0,0,0,0,0,3532418,480725,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,9,64,87737329,40962085,0,0,0,421316,0,658674,476916,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,9,64,85933772,37103724,0,0,0,0,0,901807,681066,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,9,64,188039880,39979570,0,0,0,0,0,4127440,554701,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,10,64,98156642,45154205,0,0,0,466084,0,742408,529674,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,10,64,92288491,40707976,0,0,0,0,0,956128,705175,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,10,64,211346582,44022744,0,0,0,0,0,4702177,633235,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,11,64,107045184,49116953,0,0,0,504281,0,805586,582274,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,11,64,98094976,44262448,0,0,0,0,0,988032,726332,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,11,64,235547839,48061209,0,0,0,0,0,5248375,722657,"16 Fetch Unit, 4 Rank"
