Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,1,3,64,17942692,16961218,0,42,3707029,88069,0,133823,84187,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,1,3,64,23990271,15627212,0,0,0,0,0,612048,524444,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,1,3,64,14076769,15595029,0,0,0,0,0,141774,83835,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,2,3,64,18762426,16888101,0,8,2740628,131388,0,166962,115349,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,2,3,64,23852340,15513667,0,0,0,0,0,610526,524358,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,2,3,64,15687749,15575711,0,0,0,0,0,189964,116578,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,20450112,16876437,0,12,0,173109,0,223159,166038,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,23899120,15513648,0,0,0,0,0,610671,524168,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,18829888,15600517,0,0,0,0,0,277403,175547,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,8,3,64,23782852,16891938,0,32,0,207334,0,325614,258538,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,8,3,64,23964751,15513642,0,0,0,0,0,615485,525472,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,8,3,64,26452015,15590220,0,0,0,0,0,416222,272125,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,16,3,64,22148821,16878233,0,36332,0,229299,0,495379,421165,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,16,3,64,23884887,15513473,0,0,0,0,0,611215,524601,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,16,3,64,40275959,15607024,0,0,0,0,0,629700,452420,"16 Fetch Unit, 4 Rank"
