Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,1,3,64,23379774,16973006,0,283,3684550,90994,0,154396,83887,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,1,3,64,34733019,15636643,0,0,0,0,0,621356,534984,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,1,3,64,21832848,15626758,0,0,0,0,0,172467,83620,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,2,3,64,23925645,16890123,0,355,2756804,135423,0,184601,117280,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,2,3,64,34817142,15533228,0,0,0,0,0,621288,535369,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,2,3,64,22597838,15584057,0,0,0,0,0,207112,116806,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,24942069,16882416,0,65,43799,178082,0,238565,168463,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,34649384,15531606,0,0,0,0,0,621805,536530,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,24236951,15604482,0,0,0,0,0,273205,176117,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,8,3,64,26940997,16893022,0,1387,1014,211119,0,332212,260015,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,8,3,64,34650247,15531779,0,0,0,0,0,621330,537066,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,8,3,64,27170668,15604917,0,0,0,0,0,397499,274990,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,16,3,64,30604037,16899119,0,1046,91,237475,0,508718,430287,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,16,3,64,34790127,15524974,0,0,0,0,0,621182,535867,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,16,3,64,33103474,15601021,0,0,0,0,0,630441,457729,"16 Fetch Unit, 4 Rank"
