Core,DB Size,DB Organization,Column Size,Num Columns,Row Size,Time(Cycles),InstRet,ctrl-trapper,fetch-ctrl,fetch-full,fetch-mem,req-fetch,llc-access,llc-out,Design
Boom Prefetch,27MB,rme,4,1,64,19126170,8910532,0,411041,0,0,0,76780,59888,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,1,64,33289475,8463259,0,0,0,0,0,510759,479010,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,1,64,10694629,7556093,0,0,0,0,0,74967,60043,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,2,64,34078680,12921197,0,825017,0,0,0,151909,112806,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,2,64,40195472,12003081,0,0,0,0,0,565418,509602,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,2,64,18288961,11545486,0,0,0,0,0,168341,115680,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,3,64,50441727,16927550,0,1243120,0,0,0,227056,163292,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,3,64,46604337,15554498,0,0,0,0,0,617279,536391,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,3,64,27703726,15528077,0,0,0,0,0,267212,171340,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,4,64,63897053,20929704,0,1656540,0,0,0,302147,217766,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,4,64,54643454,19100692,0,0,0,0,0,668661,561463,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,4,64,34913863,19617945,0,0,0,0,0,449136,227261,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,5,64,80311475,24963775,0,2070456,0,1,0,372172,263214,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,5,64,60676525,22648918,0,0,0,0,0,714472,587292,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,5,64,85350145,23744362,0,0,0,0,0,1398895,291903,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,6,64,94267593,28945086,0,2485911,0,0,0,446837,317497,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,6,64,65559638,26338321,0,0,0,0,0,765096,613028,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,6,64,111387118,27796696,0,0,0,0,0,2175394,351302,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,7,64,107665565,32934154,0,2902037,0,0,0,516516,370776,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,7,64,71994563,29868389,0,0,0,0,0,810422,636315,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,7,64,140241741,31851678,0,0,0,0,0,2891640,414689,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,8,64,122891638,37063080,0,3317168,0,0,0,598343,427227,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,8,64,78168772,33542018,0,0,0,0,0,857393,660015,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,8,64,164819714,35927439,0,0,0,0,0,3527183,481552,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,9,64,137657865,41013347,0,3731549,0,3,0,666521,477315,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,9,64,85871634,37090349,0,0,0,0,0,898224,681433,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,9,64,187547151,39967820,0,0,0,0,0,4120467,553515,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,10,64,152944079,44986777,0,4146572,0,0,0,739837,531883,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,10,64,92118721,40683982,0,0,0,0,0,945384,705693,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,10,64,211170051,44004647,0,0,0,0,0,4689885,631337,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,rme,4,11,64,168680978,49281666,0,4559484,0,1,0,819224,573203,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,row,4,11,64,98109010,44286540,0,0,0,0,0,985387,726806,"16 Fetch Unit, 4 Rank"
Boom Prefetch,27MB,col,4,11,64,235148411,48059134,0,0,0,0,0,5244743,722584,"16 Fetch Unit, 4 Rank"
